Review Text,Aspect Term,Aspect Category,Opinion Term,Sentiment Polarity,Done,Main,Human
Easy to follow and to see what you have,,,,,,1.0,
"It is straight forward, self managed and can be done at any time of the day.",,,,,,1.0,
"I asked [Company X] to contact my previous pension people and to transfer it all over to [Company X], they emailed me and said it can take up to 14 days, but within 4 days it was all transferred over, I now have peace of mind, or is all on the one place, fantastic service,",,,,,,1.0,
Very easy to navigate the web site and acted promptly when i asked to close my pension.,,,,,,1.0,
Awful you request way too much information and only wanted to do a withdrawal,,,,,,1.0,
"I wanted to increase my payment through my workplace to benifit with the increase in what the company's paid as well as my increase out of my wages. After many hours of going through it all as not good at it.
Went to work as told me got to be done through work.
Work sent emails and was told had to be sorted through yourselves.
Having my manager go through it all.
The intructions and paperwork.
Filling in all you needed on line only to be told l was not aloud to do it.
I hard to do a direct debt from my bank straight into it.
Would not recommend nest.
As didn't know how to treat people as you said been with you since [PhoneNumber].",,,,,,1.0,
"very easy to process, no hassle",,,,,,1.0,
"If youâre unlucky enough to have a pension with these people, good luck transferring out. Been trying for 6 months and every time they want the same paperwork thatâs been sent and wonât accept any variation.
Also their email system doesnât allow for punctuation so making a complaint and setting it out is difficult",,,,,,1.0,
"Very simple and easy process, did it all online and was kept up to date all along the way. Couldnât have been easier. Impressed at the whole process.",,,,,,1.0,
Really simple process to transfer other pensions into my [Company X] Pension.,,,,,,1.0,
Easy to do with very little hassle,,,,,,1.0,
"I am constantly receiving emails to log into my account however I have been locked out due to incorrect password . I have tried to reset the password and as others have stated no email came through after trying the recovery 3 times.
I contacted them today via a phone call to try to resolve this matter and spoke to an operator which was as much use as a chocolate fire gaurd.
We went through security and was asked for my nest ref number , then date of birth , then came my address.
I was then asked for my trading name which is 7 words and was asked to spell it out word for word.

I am sorry but if these people cannot understand plane English they should not be doing this job !!
After half an hour on the call I still cannot log in to my account..

Absolute joke !!",,,,,,1.0,
"I found it difficult to get straight to the section I wanted and difficult to understand what I was expected, it took a while to get there",,,,,,1.0,
"Awful support. I just wanted to makea contribution for tax relief for end of the fiscal year (5th april) and debit card would not work anymore after one failed payment. And direct debit contribution is now happening on 8th april.
And despite countless hours spent with support no one will sort anything. This is appalling...",,,,,,1.0,
"Adding money to my pension was fairly easy, but unfortunately, there was an issue with the transfer, and it took a few days to see the money appear on my pension account, but it left my bank immediately.",,,,,,1.0,
New to nest through my employer and recently transferred another pension to [Company X]. The process was so quick and easy,,,,,,1.0,
"No problems so far and donât expect any.
Happy customer here.",,,,,,1.0,
"Awful opting out process, a lot of personal details repetition. Instead we like excellent service, straightforward procedure, a click away. Nothing like this. Crazy stuff. Government in the UK is terrible and very inadequate.",,,,,,1.0,
Easy to do via email. Was efficient and very quick. I now have all my pensions going into [Company X].,,,,,,1.0,
Clear and Smooth process,,,,,,1.0,
"Easy peasy, lemon squeezy",,,,,,1.0,
Very easy to use and understand,,,,,,1.0,
"Very easy to use , fast efficient service.
Updated with new information very quick via email .",,,,,,1.0,
"Well after sending my details to [Company X] Pensions after they read my review on here
They said they will ring me ASAP
But guess WHAT THEY DID NOT
Then today the 21st of March
I received a letter from [Company X] Pensions saying
We've submitted the payment of xxxx on the 16th of March it could take 5 days before
But no money yet and that was the same thing I was told before
So [Company X] Pensions are great at taking your money
But if the worst happens to you or a loved one They won't pay you out as they should and will try anything to delay you having whats yours and in the worst time of some people's lifes
THEY JUST DONT CARE ABOUT YOU AND YOUR FAMILY
SO PLEASE PLEASE THINK BEFORE USEING [Company X] PENSIONS",,,,,,1.0,
Really easy to transfer other pension funds into my [Company X] account.,,,,,,1.0,
"It was a seamless process, very explanatory and the virtual assistant attended to my queries promptly. I got feedback as well immediately the funds were transferred. Well done!",,,,,,1.0,
"Easy painless process to transfer external pensions in to [Company X].They did their dilligence as did my 'old' pension provider and all went smoothly.
Thanks [Company X]!",,,,,,1.0,
"Iâm unable to receive a new password. Iâve followed instructions and been told a new one has been emailed but nothing. Tried speaking to your advisor who told me the site had crashed! To try again in 24 hours. Iâve tried numerous times, now four days later!",,,,,,1.0,
I have other pension funds but nest is by far the best and easiest to use.,,,,,,1.0,
Very easy to transfer funds,,,,,,1.0,
A couple of years ago - transferring pension pots was a painful time consuming process - I have now moved 3 pensions into [Company X] and the User friendly system with regular updates in my [Company X] inbox made it very painless.... I'm taking advice on another pension pot and won't hesitate to move that either...,,,,,,1.0,
Very easy process transfering over my second pension,,,,,,1.0,
"Decided to transfer a couple of smaller frozen pensions into my [Company X] pot. Very easy to set up, kept informed of the progress until completion, very happy.",,,,,,1.0,
Monies paid into nest every month from my employer and my own contribution.and then I check the balance via my online accountâ¦.EASYâ¦,,,,,,1.0,
i found the experience convenient and a smooth process.,,,,,,1.0,
"Advancing age makes codes problematic
Biometrics help me on my new phone plus advice from my grandson (senior school pupil!)",,,,,,1.0,
Everything went very smoothly on Nests part. I was always kept informed.,,,,,,1.0,
"I am building my [Company X] pension pot since [PhoneNumber], but had workplace pension schemes outside [Company X]. I have transferred all my pension into [Company X] because it is easy to use, a not for profit organisation and I have options on how my pension is invested. The transfers were easy too. I got my pension covered with [Company X]! :-)",,,,,,1.0,
Very easy to log onto to and navigate account. Transferred another pension into this one without any problems.,,,,,,1.0,
Easy and straightforward to transfer other pension policies to [Company X] .,,,,,,1.0,
[Company X] have been efficient in handling job changes!,,,,,,1.0,
I transfer all my pension into [Company X] as I wanted them all on one place,,,,,,1.0,
Quickly response,,,,,,1.0,
Transferred a number of other pensions into my nest Pension. The process was so quick and simple.,,,,,,1.0,
"A simple and trouble-free application. After several other pension funds, I finally got what I wanted.",,,,,,1.0,
"Clear, easy and swift",,,,,,1.0,
Quick and easy no problems.,,,,,,1.0,
The one essential for a pension investment company is that they are reliable and transparent. I find [Company X] both.,,,,,,1.0,
"I had a very small pot in another pension, and decided to transfer it to nest and it was so easy. Very pleased with how they answered all my questions and talk me through how to transfer it.",,,,,,1.0,
It's been so easy to move my other pensions into [Company X].,,,,,,1.0,
"Hello [Company X] Team,
I thank you for your recent transfer of my Pension Contribution from Standard Life to [Company X] was a smooth and easy process distress.
And hence I would recommend [Company X] to my network of friends.
Regards
[Company X] Member",,,,,,1.0,
"After reading about transferring pensions, I felt that it would be a daunting task. The [Company X] provided simple easy to follow instructions that helped me transfer and consolidated 4 other stray pensions into one account. Making things so much more simple and accessible for myself and to pass on to relatives in the event of my demise.",,,,,,1.0,
I recently transferred an old pension into my [Company X] pension. It was really easy to do and went through quickly.,,,,,,1.0,
I wanted to transfer another pension pot into my [Company X] pension. The transaction was smooth and quick. I am very happy with my first experience with [Company X],,,,,,1.0,
I am happy with the money I have been saving until now and I trust [Company X] Pension.,,,,,,1.0,
One of the easiest things I have done related to money.,,,,,,1.0,
No issues straight forward transfer,,,,,,1.0,
"I recently moved a few small pensions that i have accumulated over the years, nest took care of everything, no hassle at all, i will be moving another over soon and cant fault the hassle free experience ð",,,,,,1.0,
Easy to use app very understandable information on what my pension contributions are working,,,,,,1.0,
"Smooth transaction, trouble free, no stress all done professionally.",,,,,,1.0,
Easy to access information and keeps me updated,,,,,,1.0,
The transfer of another pension pot into [Company X] was totally without complication and undertaken very smoothly and quickly by [Company X].,,,,,,1.0,
It was really easy and straightforward. Very happy:)),,,,,,1.0,
Moved funds without issues,,,,,,1.0,
"Very easy to log in, view and update your pension. Easy to read and understand as well as make one off or regular payments on top of what comes out of your salary.",,,,,,1.0,
"Really simple and easy, all I had to do was provide relevant information and [Company X] did the restâ¦. No stress for me at all, PERFECT!",,,,,,1.0,
It was easy and convenient to pay into my pension pot and watch it grow.,,,,,,1.0,
"I've been with [Company X] Pensions a few years now, I transferred in a pension from another supplier from a previous employment.
The transfer was very smooth and quick, I was notified of the progress along the way to completion.
I hope to see continued support as required to the same level.",,,,,,1.0,
From start to finish very easy and quick and very helpful,,,,,,1.0,
Request to transfer processed efficiently.,,,,,,1.0,
Very straightforward process of transferring my old pension into my new pension. Gave the details and they didn't all for me. Definitely recommend,,,,,,1.0,
Very happy with my nest,,,,,,1.0,
"Simple, [BankDetail] timely",,,,,,1.0,
"Transferring a pension with straightforward, no issues nothing complex.",,,,,,1.0,
"Easy to understand, simple with lots of information.",,,,,,1.0,
The support team donât understand the problems and it takes a long time to make them understand the issue.,support team,Customer Support,don't understand,negative,,1.0,
Recently arranged to have a top added to my [Company X] pension and found the whole process painless and easy to do. All done online and with immediate responses and updates. Everything arranged without any hitches. Very happy.,,,,,,1.0,
"I think more should be done for payments taken out of your wage, but not paid into your nest account by the employer on multiple occasions.",,,,,,1.0,
"The online transfer in request tool was simple and easy. Yet whilst the process was fairly quick for one of my transfers in, it was frustratingly long for another one.",,,,,,1.0,
"Seamless, quick and no fuss",,,,,,1.0,
I move a smaller pension pot into my nest pension pot and all went smoothly,,,,,,1.0,
Was very easy to transfer to them all they needed was my details and previous employers details was all done in a few weeks.,,,,,,1.0,
"I find nest to be reliable, I am kept up to date. Easy access to my account. Easy payments to best each month.",,,,,,1.0,
Very easy to transfer,,,,,,1.0,
"My experience was ok, when I finally got it done, after 3 attempts and I was only able to do it when I got the right address for the company I was taking my funds from, so I suggest you update your data. Other than that all good thanks",,,,,,1.0,
"Transferred an old pension into [Company X] - painless, safe and easy process. I was notified of all the stages - whole thing took about a week âºï¸",,,,,,1.0,
"Easily transferred my frozen pension over to [Company X] from Royal London. Just a phone call to each and an easy online form, done.",,,,,,1.0,
"Found it simple and easy to transfer into nest, being my chosen pension pot of preference. Putting everything in one place makes things more simple, I'm just not 100% sure I don't have other pension pots somewhere and I don't have access to or documents to trace them. If there was a tool I could use to track all pension contributions paid over your working life that would be handy",,,,,,1.0,
Easy to use.,,,,,,1.0,
Easy to navigate website. The secure payment options are reasuringly quick and appear on your payment schedule within days.,,,,,,1.0,
Fees are way too high and not much choice of choosing my funds. Platform is easy enough to use.,,,,,,1.0,
No problems whatsoever. Really quick service,,,,,,1.0,
Was amazingly easy all on line and it just happened in only a few days. Great work,,,,,,1.0,
"So easy to do, kept informed all the way",,,,,,1.0,
"Hi

It was very easy and very quick ,

Would advise nest if in a group talking about pensions

Regards

Roy Adair",,,,,,1.0,
"Excellent website, easy to navigate and with proactive responses from [Company X] who kept me well informed.",,,,,,1.0,
I've been with [Company X] from [PhoneNumber] and it's been a smooth ride. The online account is easily managed without need for further assistance because of clear information.,,,,,,1.0,
"Great website, easy to use and to track pension pot and growth",,,,,,1.0,
I am very satisfied with the services that have been provided to me and I believe that they will help me in my retirement,,,,,,1.0,
"Wanted to consolidate a former pension into just one current, and better, one so logged online and just entered the details. It couldn't be easier as then had nothing other to do and a few days later there was a confirmation it had been carried our.",,,,,,1.0,
[Company X] keeps its members updated with what's happening,,,,,,1.0,
It's very easy to top up your nest pot I have no trouble accessing my pot.,,,,,,1.0,
"Absolutely atrocious took 14 months to complete transfer, with each company blaming the other for the time it had taken. Communication was terrible they were allowed to email directly and copy me into emails, but we could only do via [Company X] website which always took weeks to respond to. I only hope retrieving our money is not as slow, complicated and painful as transferring.",,,,,,1.0,
"the transfer of funds from one pension to nest could not have gone any better ,so i would not hesitate to recommend nest to anyone .",,,,,,1.0,
"[Company X] are a huge organisation and seem to be as good a place as any to keep my pension funds in. I would like to see figures in green for over and above my deposits or red for losses. I think the percentage they charge is reasonable to look after your money. I like their website and particularly value the section about âwhereâ they invest our money.
Iâve consolidated one smaller pot here and it was quick and easy.",,,,,,1.0,
"It took about 6 month, nothing happened without me pushing. You sat on my money, which you admitted you had but wouldnât transfer into my pension without paper work my provider said they had already provided. My stress levels went through the roof and it seemed my money would never actually get into my account but was held in limbo doing no good to anyone except whichever bank account it was sitting in.",,,,,,1.0,
"Absolutely appalling. I have no real idea why this took from October [PhoneNumber] to March [PhoneNumber]. Whilst my former pension holder seemed to have two speeds, Dead Slow & Stop, [Company X] could have been a bit more receptive and accommodating, perhaps by allowing documents to be emailed to them instead of them being posted. No one could give me an adequate reason why this was and also why certain documents could only be posted directly and others had to come via me???
I only hope that this is the end of the matter and that when it comes to me benefitting from my pension, that I wonât have to wait 17 months!!",,,,,,1.0,
Clear instruction on the website made the transfer smooth and easy.,,,,,,1.0,
The [Company X] pension guidance for transferring other pensions in was easy to follow and the service was [BankDetail] excellent communication of progress,,,,,,1.0,
"Very simple to do, no problems at all.",,,,,,1.0,
Recommended. Easy to use and no extra fees like other pension schemes. [Company X] also took care of transfering my funds from Aviva in just few days. Really easy process. Many thanks [Company X].,,,,,,1.0,
"Transfering was easy, however, I cannot access the nest website which is very annoying.",,,,,,1.0,
"Willing tu communicating ,helping, profesional.",,,,,,1.0,
The ease with which I could transfer my existing pension funds was quite straight forward. The details were verified and the fund transfer was done in a couple of days.,,,,,,1.0,
Very straight forward to amalgamate pension funds. Delivered quicker than original timelines.,,,,,,1.0,
It was easier than I thought to transfer my other pension into nest,,,,,,1.0,
Brilliant easy access to log in and contribute extra.,,,,,,1.0,
No fuss easy to do..all done for you highly recommended thank you,,,,,,1.0,
The transfer went very smoothly and very quickly. I'm glad my pension is in good hands.,,,,,,1.0,
"Excellent service always keeping me up dated, easy to access website",,,,,,1.0,
Very easy to do transfer,,,,,,1.0,
Excellent and easy service and extremely quick transfer,,,,,,1.0,
Multiple attempts to transfer my pension. All to do with policy number. Just wished someone had picked up the phone and called me. In the end you said you couldnât transfer it and I gave up. Then I saw it had been transferredâ¦.,,,,,,1.0,
"Hi guys i got 2 accounts with you and after several times still not managed to fuse them and make only 1 big pot and get better profit from it. Any helps about will be really appreciated.
G.G.",,,,,,1.0,
So easy. And quick,,,,,,1.0,
Had no problems with [Company X] Pensions whatsoever. A great pension scheme and was a fantastic help while I was trying to amalgamate my other pensions with them.,,,,,,1.0,
"I recently consolodated my pensions into my one [Company X] pot.
It was so simple to do on-line.
Took a matter of minutes and [Company X] did the rest!
Would definately recomment doing this.
It's great to have it all in one place now.",,,,,,1.0,
Always very helpful especially talking through how to take money out when I'm useless with using a smart phone .,,,,,,1.0,
very clear concise instructions to enable me to understand where my pot needs to be before retirement.,,,,,,1.0,
"I transferred some monies into [Company X] from another Pension company, it was straight forward and easy to do online, it was transferred speedily and professionally, I can recommend them",,,,,,1.0,
Transferring another pension into my [Company X] was straightforward no problems,,,,,,1.0,
Straight forward and very easy to top up my pension,,,,,,1.0,
Great pension site and everything is there for you to see how your money is growing and your contributions and employers contributions.,,,,,,1.0,
No app. We need an app to be checking account,,,,,,1.0,
Great company to have pensions with. Easy transaction when swapping pensions would recommended,,,,,,1.0,
The process of transferring my pension fund from another pot to [Company X] was simple and was dealt with fairly quickly. I'm very pleased.,,,,,,1.0,
"Ok, but not very clear how to rake money out. Just directs you to pension wise.",,,,,,1.0,
"Great experience. Everything was taken care of and I was informed as each phase of transfer took place.
Since then I have been regularly updated on the progress of investments",,,,,,1.0,
"Took me 2 months and lot of incredibly frustrating back and forth to transfer my pension out to another provider.

Apparently my name is too long to fit in their system so instead of apologising for any inconvenience and resolving the issue internally, they said the only way to resolve this would be to contact the other provider and have them change my name to match their records.

They were slow to respond and completely unapologetic throughout this whole process, it felt like a joke.",,,,,,1.0,
"Got signed up for this by my employer and asked to make an account. When I tried it tells me the email is already in use but does not send any password recovery no matter how many times I try.
As if I'm going to trust these people with my pension money when they cant even produce a working register or login page.",,,,,,1.0,
"The hopelessly poor experience which is the norm in UK business and service sectors now. My employers made me join the [Company X] Pension scheme. Everything has to be done via your personal online account. I recently received several emails advising me to nominate a death beneficiary for my pension. I attempted to do this but my request was refused because my nominated beneficiary's address was not accepted by the website. I made a complaint through the online account and I am now locked out of my account, presumably some pathetic retaliation for making a complaint. I have requested an 'unlock' code by email but this request has been refused. When my solicitor gets hold of these jokers my money will be moved to another scheme.",,,,,,1.0,
l have been trying to take my pension pot out of this hopeless company l have filled all the forms in and returned them with my details l have now received another letter saying they need more details please fill in the attached form which they have forgot to put in the envelope the web site is absolute rubbish if you want money out l wish l had never got involved with this pension no one know's what they are doing,,,,,,1.0,
"This company is a joke,lies lies lies,that's all you get from them,I am waiting for my pension pay out that up to now has taken around 6 weeks,on Wednesday this week I was told that it had all been finalised,and the money would be in my bank the next day,2 days later still no money,called again to be told that it had just been finalised,and that it can take between 5-10 working days to get my money,not sure if this is a uk call centre but could hardly understand anyone there,do yourself a favour,avoid this company like the plague,they are very unprofessional and a buch of liars",,,,,,1.0,
"I started the process of transferring my pension from [Company X] to another provider at the beginning of August [PhoneNumber]. I followed every instruction only to receive notification that they needed something else. Very often I would have a phone call to be told one thing, and within a day or so I would receive an email telling me something else.
I had to send certain documents via the secure portal and had to pay an IT expert to convert the documents into the format their system allows.
I can honestly say that the 7 months of trying to get my money has been very stressful ,
I strongly advise anyone not to invest their hard earned cash into [Company X].
This is the first time I have ever felt the need to write a Trustpilot review, and if I could give lower than 1 star, I would.",,,,,,1.0,
"Bad company! They allow you to set up an account on their website using the details you want for username and password. Then when you try to access your account your username and password will not be recognised. I have tried to call them but kept me on hold for ages and so gave up! For some odd reason they rely on the phone system for verification which is very old hat. I have an unseen disability which can prohibit me using phones anyway which I told them. The automaton on the chat just kept copying and pasting his stupid response. I have tried to get my pension transferred to another pension I have, but [Company X] are blocking it! Itâs obvious they are doing this deliberately to prevent access to my hard earned money! Now thinking of getting legal advice on a way to force them to transfer my money! Donât believe the four or five stars theyâve been getting unless they only pick on certain people. Avoid this Peterborough based company like the plague.",,,,,,1.0,
"Having massive issues trying to transfer an old pension to a new public service one.
Just when you think you've done all the paperwork, they throw another curveball at you and ask you to do something else.
So many hoops to jump through and no support from the company.

All that coupled with the new pension company being equally as incompetent meant that the request has timed out and I have to start again from scratch!

12 months so far!",,,,,,1.0,
dont trust nest trying to take my pension because of ill health sent all the forms they asked for to be told not recieved them then get a phone call all approved then get an email saying things need to be verified as not approved yet when you phone up just keep gettig fobbed off needs reporting to ombudsman i think,,,,,,1.0,
"Absolutely hopeless! I have been trying to transfer my pension out of [Company X] for months and the administrative hoops I've had to jump through are ridiculous. They asked me to send them proof of my name and date of birth to process the transfer, which I did, then asked me for it again. I had to ring them to point out that they had just received it in the few weeks prior. Waited another week - no update - rang to check on it and they inform me they are waiting for proof of address (I had already sent them a paper TSB mortgage statement with my address and the date on, but apparently that doesn't count). Nobody informed me they were waiting for that info. It feels like they are being deliberately difficult so I will give up and leave my money with them. Slow to respond to any messages sent through their online portal. Terrible service, I really wouldn't recommend them at all.",,,,,,1.0,
"I honestly donât know why [Company X] pension is rated 4.1.
[Company X] have been asked to transfer out my megara pension to Aviva using Origo which is standard practice. Bizarrely [Company X] have asked me to send a validated proof of identity - WHY? There are much more efficient, modern and fraud proof ways of validating my identity - sending a JPG of an image that had been signed by a pharmacist or other professional is so backward. I am glad I am transferring my pension to a much more reliable pension provider. I have not had any issues with my Standard Lide pension.",,,,,,1.0,
"Utterly useless and fail to respond to emails, instead referring to span your inbox with automated messages that wouldn't be needed if they just responded to your query in order to get the issue resolved in the first place (the issue arising from their useless service to begin with).",,,,,,1.0,
"Don't be fooled by the great reviews below, note they are all ""invited"". [Company X] are shockingly slow to respond to any communication, put obstacle after obstacle in the way of the simplest things like correcting spelling, don't actually read what you put in writing but just give you the same reply, probably bot generated. Am with them through work, have no choice, and will be moving away from them as soon as I can. Zero confidence- steer clear at all costs.",,,,,,1.0,
"Stay clear! They make it so hard to withdraw your own money! Been trying since November, emails, phone calls and getting nowhere. Worse company I've ever dealt with and god forbid if you have forgotten your password!!",,,,,,1.0,
"I informed Pensionbee of my relations death. Provided all the requested paperwork. This was done on 30th January, to date I have not had an update. I have no idea what if anything has been done as they are ""reviewing"" and will let me know, this was on 26th February and also 5th March. To date I have not had the promised update. Would like to cross this off the long list of things to do after a relation passes away.",,,,,,1.0,
"I always find [Company X] easy to use online. The site is easy to find what you are looking for. When I have had to make changes such as increasing my monthly payments or checking my [Company X] pot, it is very easy. Thank you [Company X].",,,,,,1.0,
"Stay clear !!! I only joined [Company X] through the company I work for .
I have been trying to take some of my pension due to illness , I have done everything they asked,with no update on what's happening!!
10 days to reply? I've sent 6 emails only 1 reply in 4 weeks.
Very poor service, i will be taking my pension out ASAP to another pension company!!
I would give no stars if possible",,,,,,1.0,
"Awful company, their phone lines are useless, request a callback pointless as they do not call you back, correspondence non existent and communication within the company useless",,,,,,1.0,
"It's very very easy, because all the hard work is done on the [Company X] Pension side, who are looking after our funds and making it grow.
All thanks goes to the [Company X] Pension Teams who are working tirelessly.
Thank You",,,,,,1.0,
"customer service utter shambles some outsourcing with people who can only read canned messages. . they are evasive and request information they have had for years , then ask for certified copies, its a delaying tactic 8 weeks to transfer in from another pension because they had my name wrong now waiting for my transfer to take my cash from these people again evasive and make you jump through hoops give them a big miss your reply is utter garbage you know who I am my employer pays in every week you know my bank details and you send mail to my address you are hiding your incompetence behind legislation",,,,,,1.0,
A previous workplace set up my pension with nest. I never received a policy number or any documentation from nest. They wonât provide me my information no matter how many documents I offer to prove itâs me. I canât move the funds anywhere as they say the details are different but wonât elaborate. I just want to be rid of the nest pension and move my funds to somewhere more competent. My aunt has been trying to get her funds since her birthday (retirement age in December) and sheâs still not been paid. They just keep making excuses. It was due to her experience that I decided to move my pension from them and lo and behold true to form theyâve taken my money hostage. And letâs be clear. The money you withhold isnât yours. It belongs to the same people you try to force to jump through hoops. Both myself and my aunt are reporting them to the financial ombudsman and I would advise the same to all of you.,,,,,,1.0,
"Maybe, I'm just unlucky, but trying to withdraw my money from [Company X], has been the worst experience of my life!!! They make it so difficult.. Website is a nightmare, their communications are abysmal... I was assured 3-5 working days and my money would be available, now been waiting for 11 days, only just received a text to say I'll be waiting another 5 working days, so not getting paid until next Wednesday..... Ive had to pawn jewellery to survive!!!!! Terrible company doing this to people.",,,,,,1.0,
Didn't wanna be enrolled in the first place cos pension pots are just scams. I receive a no reply email with no way to opt out of them taking my money because I need an ID for the account that they haven't even given me. If you steal one penny from my pay I will raise hell.,,,,,,1.0,
"Very frustrating and unhelpful. The internal processes have given me months of frustration and now have left me unable to complete my tax return.

Updated review: Iâm not sure why [Company X] say to speak to their customer helpline as they have been 0 help all the times I have spoken to them. Same for message inbox and email.",,,,,,1.0,
"Ridiculously high charges when paying in.

Very small number of funds to choose from.

What the funds actually invest in is very unclear.

Make it really hard to transfer out.

Edit:

Competitive charges? 1.8% on contributions? Unbelievable.",,,,,,1.0,
"It seem like it does not matter the nature of my review. It is still a Minus 5 Stars.
Why? I can no longer access my [Company X] Account.

I have been told I should be receiving my payment within 5 working days but guess what? I am still receiving documents informing me of the process to withdraw from nest.
I think [Company X] should put its brain into gear and get its various departments to speak to each other. Promise it does not hurt.
For the records I am no longer able to login in to my [Company X] Account",,,,,,1.0,
"The [Company X] site does what it says on the tin.
The website is quite tricky to navigate unless you know specifically what you are looking for. As a public domain it is extensive though.
I'm an experienced user. Younger users might be intimidated by the jargon",,,,,,1.0,
"I changed my pension to [Company X] in [PhoneNumber], added my private pension to it, it was really easy to do. I now have everything in one place and can check on it at any time.....I wish I had done it before!",,,,,,1.0,
"Honestly for me nest is the best ð anytime I call them they're available to answer me .
And always explain and reassure me not to do anything they will do it or me just to let me know that's really amazing .
Thank you [Company X] Team.",,,,,,1.0,
I get regular update electronically.,,,,,,1.0,
Website is very easy to navigate and set up direct debits or one off contributions. Pension feels safe and stable..,,,,,,1.0,
Started my [Company X] pension via my employer before deciding to increase my pot by contributing additional monies from my own savings. [Company X] made this so easy to do and I have confidence in continuing this path until I retire ðð¤­,,,,,,1.0,
"[Company X] dealt with everything, making it very simple to transfer into, from an old pension I had with another provider. They also kept me updated on the progress of the transfer.",,,,,,1.0,
Itâs an excellent product for self employed to save money towards their pension.,,,,,,1.0,
"[Company X] was set up by the government and it shows. The website feels like it's [PhoneNumber]. The costs compare very unfavourably to other pension providers, especially the 1.8% charge on the way in is uncommon and very expensive. Shop around, there are cheaper providers out there.

I'd never choose [Company X] unless forced by my employer. If they made some changes, of course I'd consider",,,,,,1.0,
Really simple to deal with online. Making additional payments etc is really easy.,,,,,,1.0,
Can check ny online account clearly,,,,,,1.0,
"6 years ago I changed jobs my then new employer used nest pensions and they quickly transfered my money from my old pension scheme (2 weeks iirc).
Last May I changed jobs again and I'm still waiting for [Company X] to transfer the funds to my new workplace pension scheme.",,,,,,1.0,
"I found the whole process of setting up a an AVC very easy, [Company X] have been looking after my pension for six years and I have no complaints. Great company to deal with",,,,,,1.0,
Very simple process simply added details and all successfully transferred in a timely manner.,,,,,,1.0,
"What was very disappointing was that the amount the government put in was taken back due to tax!
Maybe when you have a chance to safe up for many years that it may be that you have a little more than I did, but I wished I had put it into a savings account!",,,,,,1.0,
"Absolutely shambles of a company, 3 years later and still having to constantly chase a correction of an incorrect DOB, sent letters, emails, calls and provided evidence of correct DOB, but yet again. Still having to chase up. Would avoid this company. Especially if youâd like to understand whom ever is on the other end of the phone. Indian call centre. Transfer out asap!

Update;

After 8 phone calls and 16 days later the error was eventually corrected. But donât let that fool you just yet.

I have tried to transfer my pension out, as obviously this company is ridiculous for its service, however Iâve now hit another wall.. yet again I am unable to transfer due to a contribution still being made. Baring in mind. The last contribution was in [PhoneNumber]!! My transfer request has been denied due to a current contribution, last I checked we are in [PhoneNumber]! Absolutely lost for words to describe this company. Just pray you donât ever be enrolled with [Company X]! Absolute nest of sh* t.",,,,,,1.0,
[Company X] is an extremely user-friendly app & encourages saving.,,,,,,1.0,
Very easy to follow Instructions to transfer in another pension pot. Great to do it on line in 5 minutes then 2 weeks later email Confirmation its all done.,,,,,,1.0,
"I've been a member since [PhoneNumber] and been very happy with [Company X]. I transfered in from another provider, though the initial transfer process was quite long. Although, I highly recommend being part of [Company X].",,,,,,1.0,
My password hasn't changed. I've not forgotten my details but I cant log in!,,,,,,1.0,
Used them for years and never had any issues at all. Great company,,,,,,1.0,
"I am satisfied and my money feels safe, thank you.",,,,,,1.0,
"Thank you [Company X].
The transactions process was easier than I thought and I was kept up to date with the process.
Not over complicated to set up and a well thought out structure.",,,,,,1.0,
I attempted to transfer an old pension into my [Company X] fund. They would not accept the transfer. It was confusing and very slow.,,,,,,1.0,
Very easy to use the app and control your pension,,,,,,1.0,
"Couldnât have been easier!!

Used the portal to transfer a couple of pensions to my [Company X] account, received confirmation from both parties and my requests were processed [BankDetail].",,,,,,1.0,
It was very easy to make a top up payment,,,,,,1.0,
"Very easy website to use including regular and lump sum payments
Also lots of additional links to help mananage my personal pension.",,,,,,1.0,
"I am satisfied with [Company X].
Every Annual Statement, what I have got from [Company X] was always comprehensible.
I would like to say big thank you for perfect service.",,,,,,1.0,
"The [Company X] website makes it so easy to set up a direct debit to make voluntary contributions to your pension plan. [Company X] also gives you the option to opt out of a direct debit at any time, so you can pick and choose times during the year when it is convenient to make self contributions.",,,,,,1.0,
I am trying to do my transfer form my old pension to next had problem nest is always on the phone when I needed them always transfer is still going on nest is still helping always friendly and giving good advice,,,,,,1.0,
Itâs easy to top up my pension pot whenever I have a little extra money ant the end of the month. Also I can check my account to see what my pension will be worth when I retire.,,,,,,1.0,
"Good Company for Pension and recommend it ,thanks",,,,,,1.0,
Easy to use website.,,,,,,1.0,
"Easy to do, just rang up and set it up, all sorted",,,,,,1.0,
Quick and easy transfer of previous pension pot to current provider,,,,,,1.0,
"I was very surprised at how quick and easy it was to transfer another pension into my [Company X] one. [Company X] did all the work with the other pension provider. I was really impressed, so glad I did it.",,,,,,1.0,
I have a great experience with nest,,,,,,1.0,
"Straightforward, and very helpful on the phone",,,,,,1.0,
It was easy to top up my pot and I have never had any problems doing so thank you,,,,,,1.0,
I am trying to transfer my pension out to Vanguard. They keep copy and pasting a link to there help guide on how to disable any employer contributions. Which I have done yet they ignore my emails and won't let me transfer MY money out disgusting service.,,,,,,1.0,
Difficult to get information. No app is power for this day and age,,,,,,1.0,
